Name,type,price,vintage,alcohol,bottle size,country,region,grapespecies,producer,Text wine,aromas,bottles,cases,fruit,notes,palate,red,single,six,wine
Feudo Maccari Nere Nero d'Avola,1.0,9.99,2018.0,14.0,75.0,2.0,10.0,9.0,Feudo Maccari,best uk price guaranteed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gavi di Gavi La Contessa,2.0,11.59,2020.0,12.5,75.0,2.0,4.0,9.0,Broglia,94 points silver medal 2021 international wine challenge,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ca'Rugate Valpolicella Ripasso Superiore,1.0,16.29,2019.0,14.5,75.0,2.0,3.0,9.0,Ca'Rugate,barolo bussia dardi le rose ripe meaty nose hints dried figs leather spice generous ripe berry aromas rich plummy fruit warm spicy herbal notes palate good tannic structure level acidity means whilst drinking wine age improve many yearssold cases six bottles,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Antinori Tenuta Tignanello Chianti Classico Riserva,1.0,34.99,2019.0,13.5,75.0,2.0,10.0,9.0,Antinori,bodega norton altura pinot noir delicate flavours wild cherries violets sit subtle earthy notes exuberant youthful yet elegant time tannins wellrounded perfectly complement sweet fruit flavours sold single bottles,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0
Barolo Bussia Dardi le Rose,1.0,34.99,2017.0,14.5,75.0,2.0,4.0,9.0,Poderi Colla,best uk price guaranteed,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ca di Ponti Nero d'Avola,1.0,6.89,2019.0,14.0,75.0,2.0,10.0,9.0,Araldica,champagne lallier grand cru vintage brut straw yellow fine delightful bubbles green apples twist lime nose follows developed brioche citrus flavoured finishsold cases six bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colomba Bianca Grillo Kore,2.0,10.89,2020.0,13.0,75.0,2.0,10.0,9.0,Colomba Bianca,giardinelli vineyard salice salentino hearty red full flavoured mouthfilling perfect fullflavoured dishes wine real substance absolutely beautiful,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Gavi di Gavi Nuovo Quadro,2.0,10.89,2020.0,12.0,75.0,2.0,4.0,9.0,Azienda Agricola,lethbridge indra shiraz scintillating shiraz playing contrast rich forest fruit brightness pepper floral aroma plenty muscle grip balance good goes almost unnoticed brilliant evocative wine victoriasold single bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giardinelli Vineyard Salice Salentino,1.0,9.39,2018.0,13.0,75.0,2.0,10.0,9.0,Agricoe Vallone,ondarre rioja crianza rivallana spicy fruit aromas combined typical notes vanilla oak ageing savoury palate hints roast beef complemented ripe fruit flavourssold single bottles,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Villa Belvedere Amarone della Valpolicella,1.0,22.89,2017.0,14.5,75.0,2.0,3.0,9.0,Villa Belvedere,tignanello antinori super tuscan wine intense ruby red colour powerful notes red fruit raspberries liquorice palate soft polished tannins balanced savoury mineral notes persistence finishsold single bottles,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Vistamonte Piemonte Barbera,1.0,9.69,2020.0,13.0,75.0,2.0,4.0,9.0,Ricossa,domaine tabordet les calcis pouillyfume barrelfermented pouilly fumé good fruit concentration characteristic flinty notes subtle touch vanilla textured palate beautifully balanced lovely mineral freshness long persistent finishsold single bottles,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
Ca di Ponti Shiraz,1.0,6.89,2019.0,14.5,75.0,2.0,10.0,8.0,Adria Vini,chateau puyblanquet saintemilion grand cru rich plump saintemilion lauded vintage offering ripe aromas kirsch fruitcake supple yet structured palate delightful density power finishsold single bottles,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0
Colomba Bianca Grillo Vitese,2.0,9.39,2021.0,13.0,75.0,2.0,10.0,9.0,Colomba Bianca,ernst gouws co pinot noir western cape multiple layers flavour immediate aromas raspberry dark cherry flavours pinot noir subtle embraced deeper sense spice earth dark chocolatesold single bottles,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Fattoria di Basciano Chianti Rufina,1.0,12.49,2018.0,13.5,75.0,2.0,10.0,9.0,Basciano,gpg garganega pinot grigio garda lightly aromatic ripe citrus baked apple characters crisp easy drink dry white soft lightly honeyed fruit fresh finishsold cases six bottles,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0
Gavi La Battistina,2.0,9.39,2021.0,12.5,75.0,2.0,4.0,9.0,Azienda Agricola,il pumo negroamaro salento san marzano deep ruby red violet reflections intense aroma notes plum cherry spicy rosemary vanilla scents full bodied wine soft balanced easy drinksold single bottles,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
GPG Garganega Pinot Grigio Garda,2.0,6.49,2020.0,12.5,75.0,2.0,3.0,9.0,Adria Vini,sold cases six bottles,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Il Pumo Negroamaro Salento San Marzano,1.0,8.89,2020.0,13.5,75.0,2.0,10.0,9.0,Cantine San Marzano,nebbiolo d’alba occhetti prunotto single vineyard nebbiolo offers elegant nose hints raspberries roses palate full harmonious long positive finishsold single bottles,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Nebbiolo d’Alba Occhetti Prunotto,1.0,20.49,2019.0,13.5,75.0,2.0,4.0,9.0,Prunotto,ondarre graciano rioja intense ruby red balsamic aromas mint aniseed accompanied ripe fruit hints flower blossom white pepper medium full bodied rich elegant blackfruits coffee sweet spice soft finishsold single bottles,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Nicolis Valpolicella Classico Superiore Seccal Ripasso,1.0,17.99,2016.0,13.5,75.0,2.0,3.0,9.0,Nicolis,rose royal spumante pinot noir deliciously drinkable extra dry italian rosé sparkling wine 100 pinot noir similar style really good prosecco terrific party wine really overdelivers,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Calmarossa Etna Rosso Santa Maria La Nave,1.0,39.89,2017.0,14.0,75.0,2.0,10.0,9.0,Santa Maria La Nave,colomba bianca zibibbo kore sensational white wine vibrant aromas white peach sun ripened citrus perfumed notes orange blossom delicate jasmine aromatic elegant palate touch almond finishsold single bottles,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Colomba Bianca Zibibbo Kore,2.0,11.39,2020.0,12.5,75.0,2.0,10.0,9.0,Colomba Bianca,marchesi di gresy langhe chardonnay bright golden yellow starting show development rich opulent oaked style ripe peachy fruit well integrated vanilla buttery toffee notes generous oily textured mouth feel nuanced lime layered interesting minerality finishing extremely longsold cases six bottles,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Marchesi di Gresy Langhe Chardonnay,2.0,27.79,2018.0,13.5,75.0,2.0,4.0,2.0,Marchesi Di Gresy,lethbridge mietta pinot noir intense bouquet cherries raspberries forest floor complex concentrated savoury fruit flavours firm tannins high acidity excellent balance,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Il Pumo Primitivo IGP Salento San Marzano,1.0,9.15,2020.0,13.5,75.0,2.0,10.0,9.0,Cantine San Marzano,lismore syrah greyton cassis blackberry cherry nose hints white pepper ground herbs strong floral perfume crushed violets light elegant structured fresh aciditysold single bottles,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Masi Masianco,2.0,13.79,2020.0,13.0,75.0,2.0,3.0,9.0,Masi,poderi colla nebbiolo dalba drago fine perfumed nebbiolo character finesse many barolo wines delicious aromatics liquorice ripe red fruit nose cherry blossom notes leather palate extremely elegant wine balanced vibrant acidity perfectly poised tanninssold cases six bottles,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Poderi Colla Nebbiolo d'Alba Drago,1.0,15.69,2019.0,14.0,75.0,2.0,4.0,9.0,Poderi Colla,ripa delle castello vicchiomaggio full bodied elegant red spicy peppery notes sweet ripe fruit long caressing finish sophisticated tuscan bestsold single bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolis Valpolicella Classico,1.0,12.19,2018.0,12.5,75.0,2.0,3.0,9.0,Nicolis,rose desalici brut col desalici nv charming pastel pink colour aromas red fruit pears refreshing red cherry palate lifted fine delicate sparkle,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ripa delle More Castello Vicchiomaggio,1.0,23.99,2017.0,14.0,75.0,2.0,10.0,9.0,Castello Vicchiomaggio,sileni cellar selection sauvignon blanc 2021 vintage voted new zealand’s best wine year awarded gold medal prestigious mundus vini wine competition germany,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
La Colombaia Amarone della Valpolicella,1.0,20.59,2017.0,15.0,75.0,2.0,3.0,9.0,Giacomo Montresor,colomba bianca nero davola kore intense bouquet rich brambly fruits seductive note black pepper spice concentrated palate juicy blackberry ripe plum flavours beautifully balanced velevety tannins long elegant finish quintessential nero davolasold single bottles,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Colomba Bianca Nero d'Avola Kore,1.0,11.69,2021.0,14.0,75.0,2.0,10.0,9.0,Colomba Bianca,domaine du monteillet saintjoseph rouge cuvee du papy saintjoseph stephane montez named winemaker stéphane montezs father antoine 1989 became grandfather ‘papy’ wine lovingly created selection best grapes best vineyards using best barrels,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0
Colomba Bianca Zibibbo Vitese,2.0,9.39,2021.0,12.5,75.0,2.0,10.0,9.0,Colomba Bianca,lumari nero davola rose sicilia nero davola sicilys signature grape delicate wine pronounced cherry strawberry aromas combined elegant hint rosewatersold single bottles,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Lumari Nero d'Avola Rose Sicilia,2.0,8.79,2020.0,12.0,75.0,2.0,10.0,9.0,Colomba Bianca,il pumo salice salentino san marzano intense bouquet cherry savoury plum spicy notes combined hint mediterranean herbs full bodied generous flavour pleasantly fresh finishsold cases six bottles,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
Il Pumo Salice Salentino San Marzano,1.0,9.29,2020.0,13.0,75.0,2.0,10.0,9.0,Cantine San Marzano,sold single bottles,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Masi Colbaraca Soave Classico,2.0,15.89,2019.0,13.0,75.0,2.0,3.0,9.0,Masi,monte colombo barbera dasti marchesi di gresy super concentrated powerful complex barbera respected marchesi di gresy estatesold cases six bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monte Colombo Barbera d'Asti Marchesi Di Gresy,1.0,26.99,2013.0,14.0,75.0,2.0,4.0,9.0,Marchesi Di Gresy,swartland winery founders sauvignon blanc delicate complex nose bouquet tropical fruit hint green pepper ripe figs refreshingly crisp palate upfront fruity flavours gooseberries melon juicy tropical fruits lingering finishsold single bottles,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Voltolino Gavi,2.0,11.19,2021.0,12.5,75.0,2.0,4.0,9.0,Voltolino,cadus tupungato appellation uco valley cabernet sauvignon rich deep cassise black currant fruit wine full bodied yet wonderfully elegant cabernet palate displays great purity fruit gentle spice french oak helps frame wine rather overpower finish long fresh great acidity balance,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
Amarone della Valpolicella Classico del Fondatore,1.0,32.99,2016.0,15.5,75.0,2.0,3.0,9.0,Giacomo Montresor,champagne collet brut nv bright golden champagne fine stream bubbles complex aromas white flowers lemon zest quince white peach delicate hints spice anise herbs layered rich notes puff pastry refreshing palate gentle bubbles balanced texture wonderful crunch freshness finishsold single bottles,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Colomba Bianca Syrah Kore,1.0,11.69,2020.0,14.0,75.0,2.0,10.0,9.0,Colomba Bianca,best uk price guaranteed,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Da Vero Biologico Catarratto,2.0,6.49,2021.0,12.5,75.0,2.0,10.0,9.0,Adria Vini,domaine saintabel santenay 1er cru grand clos rousseau perfumed floral firm tannins framing blackberry redcurrant fruit palatesold single bottles,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Italia Primitivo,1.0,7.39,2020.0,14.0,75.0,2.0,10.0,9.0,Adria Vini,levarie soave classico masi intense floral nose clear hints wisteria flowers together bananas pears strikingly fresh palate well balanced good weight structure dry refreshing finishsold single bottles,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Levarie Soave Classico Masi,2.0,12.49,2020.0,12.0,75.0,2.0,3.0,9.0,Masi,monferrato rosso marchesi di gresy aromatic spicy mature forest fruits notes ripe plum damson nose palate wine exudes elegance full bodied mouth watering plum rich vanilla sour cherry ripe tannins wine finessesold cases six bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monferrato Rosso Marchesi Di Gresy,1.0,15.49,2015.0,13.5,75.0,2.0,4.0,6.0,Marchesi Di Gresy,promesa rioja reserva delicious velvety rioja five years maturing showing sophisticated savoury side well rich berry fruit subtle oak influencesold single bottles,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Bonacosta Valpolicella Classico Masi,1.0,13.79,2020.0,12.5,75.0,2.0,3.0,9.0,Masi,casa canevel prosecco extra dry excellent aperitif sparkling wine lively perlage dry fragrant time floral hints apples nosesold single bottles,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Colomba Bianca Vitese Nero d'Avola,1.0,8.99,2021.0,14.0,75.0,2.0,10.0,9.0,Colomba Bianca,duboscq bordeaux claret outstandingly good claret price lots rich ripe plum blackberry fruit nose spice black pepper palate similar nose addition liquorice rich satisfying palate excellent depth fruit one punches way weight balanced tannins make ideal accompaniment foodsold cases six bottles,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Feudo Arancio Grillo Sicilia,2.0,10.79,2020.0,13.0,75.0,2.0,10.0,9.0,Mezzacorona,la maglia rosa pinot grigio delicate notes green apples zesty citrus crisp light easy drinkingsold cases 12 bottles,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Li Veli Pezzo Morgana Salice Salentino,1.0,19.49,2018.0,15.0,75.0,2.0,10.0,9.0,Masseria Li Veli,menetousalon cotes de morogues domaine fournier aromas tropical fruits herbs lead dry palate pear citrus flavours plus hint gooseberry crisp fresh zesty finishsold cases six bottles,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Michele Chiarlo Cipressi Nizza Barbera D'Asti,1.0,18.99,2018.0,14.0,75.0,2.0,4.0,9.0,Michele Chiarlo,spier signature sauvignon blanc pale straw colour greenish hue intense aromas gooseberries passion fruit green yellow peppers hints tropical fruit nose medium bodied good balance fruit acidity palatesold cases six bottles,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Pietra Regia dell'Ammiraglia Riserva Morellino di Scansano,1.0,21.99,2015.0,14.0,75.0,2.0,10.0,9.0,Marchesi De Frescobaldi,freedom 1843 shiraz langmeil historic shiraz allies prodigious concentration considerable elegance sense detail – magic ancient vines youthful aromas blackberry raspberry pepper give way darker notes tar spice liquorice structure simultaneously monumental refined true tour de forcesold single bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brolo Campofiorin Oro,1.0,17.59,2017.0,14.0,75.0,2.0,3.0,9.0,Masi,champagne bernard remy brut rose nv seductive raspberry nuances colour enticing lead fine fruity aromatics round delicious palate flourishes intense notes red fruitssold single bottles,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Canevel Prosecco di Valdobbiadene Extra Dry,3.0,16.49,2020.0,11.0,75.0,2.0,3.0,9.0,Canevel,colomba bianca vitese syrah abundance ripe cherry fruit syrah balanced aromatic wild strawberry notes vibrant frappato structured supple tannins layered tobacco black pepper spice elegant finishsold single bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colomba Bianca Vitese Syrah,1.0,9.49,2020.0,14.0,75.0,2.0,10.0,9.0,Colomba Bianca,ferraton pere fils chateauneufdupape le parvis bright racy cherry raspberry followed spices forest floor earthy minerals mediumbodied fine tannins lead spicy finishsold single bottles,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
Lumari Colomba Bianca Catarratto Inzolia,2.0,8.49,2020.0,12.5,75.0,2.0,10.0,9.0,Colomba Bianca,la croix bonis de chateau phelan segur wine classic st estephe rich blackcurrant fruit top deeply satisfying tannin structuresold single bottles,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Italia Pinot Grigio,2.0,6.65,2020.0,12.5,75.0,2.0,3.0,9.0,Adria Vini,la croix grenache merlot vin de pays de lherault relatively low yielding fruit characteristic hedgerow fruit garrigue racy acidity merlot adds plumpness mid palate sweet fruit finishsold cases six bottles,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
Malvasia Nera Talo Salento San Marzano,1.0,11.29,2020.0,13.5,75.0,2.0,10.0,9.0,Cantine San Marzano,pian delle vigne rosso di montalcino wine shows aromas ripe red fruit floral spicy notes adding lift complexity palate medium bodied succulent persistent juicy freshnesssold single bottles,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Michele Chiarlo Barolo Tortoniano,1.0,39.99,2017.0,13.5,75.0,2.0,4.0,9.0,Michele Chiarlo,mcrae wood shiraz jim barry intense aromas plum cherry dark berried fruits complemented black olive spice charry oak palate restrained youth delivers depth concentration fruit flavour wine fantastic drive complexity soft integrated tannins enhance lengthy finishsold single bottles,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Pian delle Vigne Rosso di Montalcino,1.0,21.99,2020.0,13.5,75.0,2.0,10.0,9.0,Antinori,vega del rayo tempranillo modern vibrant unoaked tempranillo oozing red fruits fresh cherries plums hints spicy complexity soft easy drink approachable ripe fruit yet well structuredsold cases six bottles,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Ca'Rugate Campo Lavei Valpolicella Superiore,1.0,20.79,2018.0,14.5,75.0,2.0,3.0,9.0,Ca'Rugate,da vero biologico red ripe aromas black fruit hint spice palate full rich plum bramble fruit characters plump tanninssold cases six bottles,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
Da Vero Biologico Red,1.0,6.89,2020.0,14.0,75.0,2.0,10.0,9.0,Adria Vini,ferraton pere fils cornas les grands muriers showing polished forward nicely textured style cornas les grands muriers old world style fruit bomb delivers plenty red black raspberry fruits well floral nuances nose palate wont make old bones fun drink release following 57 yearssold single bottles,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Il Casone Pinot Grigio Delle Venezie,2.0,8.39,2020.0,11.5,75.0,2.0,3.0,9.0,Sacchetto,lalande de gravet saintemilion grand cru delicious ripe saint emilion plum redcurrant fruit allied fruitcake style richnesssold single bottles,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Peppoli Chianti Classico Antinori,1.0,16.35,2020.0,13.0,75.0,2.0,10.0,9.0,Antinori,yangarra estate shiraz mclaren vale wine superbly concentrated wonderful expression classic south australias shiraz bigflavours surprising elegance 18 months french oak 30 new,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Zensa Primitivo,1.0,10.89,2020.0,14.0,75.0,2.0,10.0,9.0,Orion Wines,le versant merlot ruby red colour dark violet tints nose revealing aromas blackberry black cherry mixed hints tobacco ample palate harmonious tannins fresh finish black fruit notessold cases six bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ca'Rugate Rio Albo Valpolicella,1.0,12.39,2020.0,12.5,75.0,2.0,3.0,9.0,Ca'Rugate,choreylesbeaune domaine tollotbeaut delightful choreylèsbeaune combines bright exuberant red fruit real underpinning structure minerality great length yet wine already open accessible another success appellation’s leading domainesold single bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feudo Arancio Nero d'Avola,1.0,9.99,2020.0,13.0,75.0,2.0,10.0,9.0,Mezzacorona,kleinkloof chenin blanc south africa attractive nose lots tropical fruits pineapple guava citrus fruit carrying crisp refreshing palatesold single bottles,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Il Casone Garganega Chardonnay,2.0,7.99,2020.0,12.0,75.0,2.0,3.0,9.0,Sacchetto,lake breeze bernoota shiraz cabernet wine shows dark fruit characters blackberry plums hint choc mint smoky oak aromas palate encompasses trademark langhorne creek fruit sweetness soft tannins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marchesi Antinori Badia a Passignano Gran Selezione,1.0,39.99,2018.0,13.5,75.0,2.0,10.0,9.0,Marchesi Antinori,nieto senetiner malbec without doubt biggest selling argentinian red really elegant version argentinas recognised grape variety possibly even juicier freshier tastier evera deep dense blockbuster 40 year old vines blackberry plum fruit sweet spice palate silky warming black fruit cherries wine vibrant alluring blend fruit along clove pepper cinnamon spice finished wellstructured integrated tannins great wine fresh finish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marchesi Di Gresy Nebbiolo Martinenga,1.0,21.29,2019.0,13.5,75.0,2.0,4.0,9.0,Marchesi Di Gresy,valenciso rioja reserva 2014 deep garnet colour nose opens ripe blackberries roast meats licorice spice really soft depth flavour classic combination ripe red berry fruit cedary oak smooth fine tannins elegant subtle classically structured,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ca'Rugate Amarone della Valpolicella,1.0,30.29,2018.0,14.5,75.0,2.0,3.0,9.0,Ca'Rugate,crowded house sauvignon blanc pale straw lemon refreshing palate citrus drive balanced mouthwatering acidity fine mineral focussold cases six bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fazzoletto Barbera Passito,1.0,8.59,2018.0,14.5,75.0,2.0,4.0,9.0,Araldica,il badalisc pinot grigio fresh dry white gentle floral citrus aromas crisp delicate palate lightly honeyed fruit balanced lemony acidity fresh dry finishsold cases six bottles,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
Feudo Arancio Syrah Sicilia,1.0,9.99,2020.0,13.5,75.0,2.0,10.0,9.0,Mezzacorona,wine merchant top 100 2019,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Il Badalisc Pinot Grigio,2.0,6.89,2020.0,12.5,75.0,2.0,3.0,9.0,Adria Vini,les caleches de lanessan hautmedoc savoury complex nose leads vibrant herbaceous palate quite delicate tannins make appealing approachable wine,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Le Sughere di Frassinello,1.0,18.49,2017.0,13.5,75.0,2.0,10.0,9.0,Rocca Di Frassinello,domaine de la combe vieilles vignes muscadet sèvre maine sur lie flinty lightly mineral appley fruit real texture interest old vine fruit adds amazing depth mineral complexity fresh savoury wine much might expect muscadetsold cases six bottles,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Col de'Salici Prosecco di Valdobbiadene Brut,3.0,15.99,2020.0,11.5,75.0,2.0,3.0,9.0,Col Desalici,creation viognier pale gold clear shiny glass abundantly fruity forthcoming yet refined nose fragrant white peach aromas mingling rich creamy character follow well onto palate combine seamlessly crisp minerality bouncy well integrated natural aciditysold cases six bottles,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Il Casone Merlot Raboso,1.0,8.59,2020.0,12.0,75.0,2.0,3.0,9.0,Sacchetto,les oliviers sauvignon blanc vermentino pays oc deliciously refreshing change straight sauv blanc wine takes clean zippy fruit variety complements luscious exotic fruit flavours vermentino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrizi Barolo,1.0,19.79,2017.0,14.0,75.0,2.0,4.0,9.0,Patrizi,valenciso reserva 10 anos despues another exceptional reserva valenciso released 10 years vintage following maturation combination concrete russian oak,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
San Felice Chianti Classico,1.0,12.19,2019.0,13.0,75.0,2.0,10.0,9.0,Agricola San Felice,zensa nero davola nero davola bags crunchy fresh dark fruits spice,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Zensa Nero d'Avola,1.0,10.89,2020.0,14.0,75.0,2.0,10.0,9.0,Orion Wines,domaine de la motte chablis premier cru vauligneau lightly toasted buttery oak nose palate complex mineral yet ripe plenty fresh chablis acidity wine merits tastevinage award longlived expect least five years drinking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Masi Campofiorin,1.0,15.89,2018.0,13.5,75.0,2.0,3.0,9.0,Masi,norton lote lc1 single vineyard malbec la colonia displays intense red colour fresh spiced aromas mouth concentration fresh character stand combining ripe plum notes silky tannins grant wine long finishsold single bottles,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
San Felice Il Grigio Chianti Classico Riserva,1.0,15.49,2018.0,13.5,75.0,2.0,10.0,9.0,San Felice,charge tempranillo garnacha rioja produced ramón bilbao haro tempranillo garnacha graciano sourced 7 different plots rioja alta aged 9 months french american oak succulent vibrant red upfront cherry plum characters rioja exhibits lovely purity black cherry fruit well balanced spicy oaksold cases six bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
San Silvestro Piemonte Barbera Ottone 1,2.0,9.39,2020.0,13.0,75.0,2.0,4.0,9.0,San Silvestro,domaine de la motte chablis warmer vintage shows riper yet still mineral fruit added depth small around 10 addition oakaged wine blend typical motte style gives richness balance wine deliciously precise expression classic chalky chablis terroirsold cases six bottles,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Col de'Salici Prosecco di Valdobbiadene Extra Dry,3.0,15.99,2020.0,11.5,75.0,2.0,3.0,9.0,Col Desalici,domaine de la villaudiere sancerre lively mineral tones complemented fresh green fruits long zesty finish classic sancerre top growersold single bottles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Masi Costasera Amarone della Valpolicella Classico,1.0,38.99,2016.0,15.0,75.0,2.0,3.0,9.0,Masi,raymond reserve selection cabernet sauvignon full bodied elegant inviting aromas raspberry cranberry mouth flavours tobacco dark chocolate intergrated tanninssold single bottles,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Vietti Perbacco Nebbiolo,1.0,20.99,2018.0,14.0,75.0,2.0,4.0,9.0,Vietti,domaine berthelemot meursault elegant burgundian classic excellent domaine,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0
Villa la Pagliaia Chianti Classico,1.0,11.19,2019.0,13.0,75.0,2.0,10.0,9.0,Villa La Pagliaia,bishops leap sauvignon blanc full crisp wine intense aromas flavours passion fruit blackcurrant underlying gooseberry herbal tones mouth watering acidity balanced full flavoured palate leads long lingering finishsold cases six bottles,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
