Name,type,price,vintage,alcohol,bottle size,country,region,grapespecies,producer,Text wine
Leme Vinho Verde Loureiro Alvarinho,2.0,10.99,2020.0,11.5,75.0,8,10,9,Leme,"Leme Vinho Verde Loureiro Alvarinho - Leme Vinho Verde Loureiro Alvarinho is a beautifully aromatic and deliciously fresh Vinho Verde, with vibrant citrus notes and delicate orange blossom. The fruit is underpinned by lively acidity and a mineral edge that leads to a long, elegant finish.Sold in single bottles"
Barao da Varzea do Douro Colheita Douro Branco,2.0,9.79,2020.0,12.5,75.0,8,10,9,Casa De Vila Nova,"Barao da Varzea do Douro Colheita Douro Branco - This fresh, dry white is a blend of varieties indigenous to Portugal's Douro valley including Arinto (known to retain freshness even in hot conditions) and Gouveio (known as Godello in northern Spain)."
Quinta do Pinto Touriga Nacional Reserva,1.0,16.29,2016.0,14.5,75.0,8,10,9,Quinta Do Pinto,"Quinta do Pinto Touriga Nacional Reserva - Quinta do Pinto's Touriga Nacional beautifully catures just what this characterful, indigenous variety is capable of."
Cassa Douro Branco,2.0,11.49,2020.0,12.5,75.0,8,10,9,Quinta Da Cassa,"Charles Smith Boom Boom Syrah - Smooth, firm, fresh and dark. This wine has aromas and flavours of dark fruits, allspice and sweet tobacco.Sold in cases of 12 bottles"
Cintila Rose Peninsula de Setubal,4.0,7.35,2020.0,12.5,75.0,8,10,9,Cintila,Codici Masserie Fiano - This Fiano has a bright lemon colour with a golden tinge. The nose offers an inviting mixture of citrus and tropical fruit with floral hints. Crisp acidity and good palate texture make for a really refreshing and satisfying glass of wine!Sold in single bottles
Quinta da Lixa Vinho Verde,2.0,9.99,2020.0,11.0,75.0,8,10,9,Quinta Da Lixa,Quinta do Pinto Estate Collection Branco - Citrus and stone fruit aromas with some hazelnut characters. The palate is textural and complex with ripe tropical notes balanced by citrus peel and bright acidity.Sold in cases of six bottles
Quinta do Pinto Estate Collection Branco,2.0,12.69,2017.0,13.5,75.0,8,10,9,Quinta Do Pinto,"Rimauresq Cru Classe Blanc - An elegant and poised wine made from Vermentino, known locally as Rolle. Delicate, elegant and floral with refreshing lemony acidity on the palate. Rounded and full with a delicious textural element and a long soft creamy finish. This is a very polished white with real class.Sold in cases of six bottles"
Vinhas do Lasso Colheita Seleccionada Tinto,1.0,10.39,2015.0,14.0,75.0,8,10,9,Quinta Do Pinto,"Voluta Grande Pinot Grigio Rose - Lightly tinted Pinot Grigio Blush with a touch of Pinot Noir from the Pavia region south of Milan. Pale coral pink, this is a dry, fresh and fruity rose with delicate aromas of red berries. Soft and creamy textured with good intensity of ripe berry and red cherry fruit, and a vibrant finish.Sold in cases of six bottles"
Herdade do Rocim Alentejo Mariana White,2.0,9.89,2020.0,12.5,75.0,8,10,9,Herdade Do Rocim,"Clos Stegasta Mavrotragano Rare T-Oinos - Oriental spices, with blackberry and dark chocolate on the nose. The palate is vertical and structured with firm tannins offering a rich, vibrant and complex mouth feel that leads to a long-lasting salty finish. A rare wine of greatness on par with the best of the world. 18 out of 20, Jancis Robinson"
Alianca Bairrada Baga,1.0,16.99,2015.0,13.5,75.0,8,10,9,Caves Alianca,"Cavit Quattro Vicariate Rosso Trentino - A high-quality Bordeaux blend from southern Trentino. Aromas of plum, blackberry and tobacco. The palate is well-balanced with notes of green pepper and ripe red berries. The rich fruit and supple tannins yield into an enticing, spicy finish."
Vila Nova Loureiro,2.0,8.99,2020.0,11.5,75.0,8,10,9,Casa De Vila Nova,"Gerard Bertrand Orange Gold - Gerard Bertrand Orange Gold  is a fine, smooth orange wine revealing an explosion of aromas, white floral notes, candied fruit with a touch of white pepper. Aromatic freshness, precise flavours and pleasing balance are underpinned by a lovely rich texture and an attractive bitter note on the finish.Sold in single bottles"
Barao da Varzea do Douro Reserva Tinto,1.0,12.29,2019.0,14.0,75.0,8,10,9,Casa De Vila Nova,"Lomond Wines Romans Bay Red Cape South Coast - Lomond Wines Romans Bay Red Cape South Coast's Appealing aromas of blackberry and raspberry lead to a smooth, rich palate with polished and integrated tannins enveloping cherry notes. Beautifully integrated oak delivers delicate spicy notes through to a long, elegant finish.Sold in cases of six bottles "
Alianca Dao,1.0,7.85,2017.0,13.5,75.0,8,10,9,Caves Alianca," Alto Bajo Sauvignon Blanc - A classic Chilean Sauvignon with tropical fruit, citrus flavours and herbaceous notes.Sold in cases of 12 bottles"
Quinta da Cassa Douro Reserva Branco,2.0,14.29,2019.0,13.5,75.0,8,10,9,Quinta Da Cassa,"Soldier's Block Malbec - The Soldiers Block Malbec is a true textural malbec from cool climate Western Australia. Bright, aromatic Malbec with an abundance of crisp, minerally fruit and Morello cherry compote.Sold in cases of six bottles"
Herdade do Rocim Rocim Amphora Red Alentejo,1.0,19.99,2018.0,12.0,75.0,8,10,9,Herdade Do Rocim,"Herdade do Rocim Rocim Amphora White Alentejo - Fermented only with natural yeasts, the wine is then aged in traditional clay amphorae. That gives a slight oxidative effect, which fills out the texture with a nutty flavour as well as perfumed white fruits.Sold in cases of six bottles"
Herdade do Rocim Rocim Amphora White Alentejo,2.0,19.99,2019.0,12.0,75.0,8,10,9,Herdade Do Rocim,"T-Oinos Avgoustiatis - Abundant red fruit aromas - like smelling a garden of cherries and fresh plums - lead towards a silky and soft palate with extra layers of freshness and hints of butterscotch and strawberry jam. Persistent, clean and fruit forward finish, this is a deliciously vibrant wine, reminiscent of a top-notch Beaujolais cru."
Luis Seabra Xisto Ilimitado Douro Tinto,1.0,17.79,2019.0,13.0,75.0,8,10,9,Luis Seabra,"Chateau Maucoil Cotes du Rhone Villages Blanc - Chateau Maucoil Cotes du Rhone Villages Blanc has rich, fleshy southern fruit balanced by a fresh acidity and rounded off with a long fruity finish."
Adega de Pegoes Colheita Seleccionada White,2.0,8.89,2020.0,13.0,75.0,8,10,9,Santo Isidro De Pegões,"Adobe Reserva Malbec - Deep ruby red in colour, with intense aromas of plum and blackberries, with vanilla and spice. The palate has some lively fresh cherry characters, elegantly combined with a lovely dusty flavour. Medium bodied on the palate with silky ripe tannins and a long, broad finish.Sold in cases of six bottles"
Alvarinho Minho Reguengo de Melgaco Vinho Verde,2.0,15.79,2020.0,13.0,75.0,8,10,9,Reguengo De Melgaço,"Amauta Corte IV Innovacion Cabernet Franc Malbec - Amazing deep ruby red colour and a lifted nose of green pepper and expressive ripe red berry fruit. Rich and supple with sweet spice and really ripe and juicy berry fruit flavours. The finish is plush, long and moreish.Sold in cases of six bottles"
Prunus Dao Tinto,1.0,10.35,2018.0,12.5,75.0,8,10,9,Prunus,"Quails Gate Dry Riesling - Light bodied with a poised complexity. The palate bursts with lime and green apple flavours that bring a young freshness and racy acidity. These mingle beautifully with rounder warm stone fruit notes, giving it a lifted character and a wet stone finish.Sold in single bottles"
Herdade do Rocim Alentejo Mariana Red,1.0,9.89,2020.0,14.0,75.0,8,10,9,Herdade Do Rocim,Emilie Laurance Vin Mousseux Blanc Brut NV - Attractive floral aromas are complemented by zesty citrus fruit and delicate hints of vanilla through to a refreshing palate with a deliciously fruity finish.Sold in cases of six bottles
Quinta de la Rosa Estate Tinto - Quinta de la Rosa Red,1.0,19.5,2018.0,13.5,75.0,8,10,9,Quinta de la Rosa Estate,"Zahel Kaasgraben-Nussberg Weiner Gemischter Satz - The single vineyard Kaasgraben has prominent floral notes, turkish delight with an attractive bitter twist. 50% aged in steel tanks and 50% in French oak to enhance its character.Sold in cases of six bottles"
Alabastro Alentejano,1.0,7.59,2020.0,14.0,75.0,8,10,9,Caves Alianca,Quatro Ventos Douro (previously Foral) - Powerful red from the fabled terraced vineyards of Quinta dos Quatro Ventos.
Quatro Ventos Douro (previously Foral),1.0,7.79,2019.0,13.5,75.0,8,10,9,Caves Alianca,"Alto Bajo Cabernet Sauvignon - Ripe red cherries and blackberries with notes of pepper and figs, and a smooth finish.Sold in cases of 12 bottles"
Cintila White Peninsula de Setubal,2.0,7.39,2021.0,13.0,75.0,8,10,9,Cintila,"Conde de Valdemar Rioja Rose - Clear, pale salmon colour, with delicate raspberry fruit and the elegant herbal finish of Garnacha, overlayed with floral notes from the Viura.Sold in single bottles"
Quinta da Garrida Dao Reserva,1.0,9.29,2016.0,14.0,75.0,8,10,9,Caves Alianca,"Rabl Gruner Loss Veltliner - Spicy grapefruit with tropical fruit notes on the palate through to a mineral, crisp finish.Sold in single bottles"
Vila Nova Alvarinho,2.0,9.69,2020.0,12.5,75.0,8,10,9,Casa De Vila Nova,"Woodlands, Margaret, Margaret River, Western Australia - The colour is an intense and bright garnet. The nose displays and array of red and blue fruits, violet, and French oak. The palate is tense and mineral – revealing layers of blue fruits, cola bean, cherry, anise, aniseed and dark chocolate. The finish is cool and mineral, and each glass leaves you wondering about the next.Sold in single bottles"
Barao da Varzea do Douro Colheita Douro Tinto,1.0,9.79,2019.0,13.5,75.0,8,10,9,Casa De Vila Nova,BEST UK PRICE GUARANTEED
Fontanario De Pegoes Palmela White,2.0,7.99,2020.0,12.5,75.0,8,10,9,Santo Isidro De Pegões,Fritz Willi Mosel Riesling - Fragrant aromas of ripe apricots and red apples. Delicious citrus characters are balanced by refreshing minerality.Sold in cases of six bottles
Vila Nova Vinho Verde,2.0,7.89,2020.0,11.5,75.0,8,10,9,Casa De Vila Nova,"Villa Rossi Rubicone Trebbiano - Crisp, dry and fruity, with a delicate nutty aroma. Young and fresh.Sold in single bottles"
Pegoes Santo Isidro White Península de Setubal,2.0,7.39,2020.0,12.0,75.0,8,10,9,Santo Isidro De Pegões,"Pez de Rio Tempranillo Merlot - Dark cherry, blackcurrant and forest fruits combine with an earthiness and sweet spice.Sold in cases of 12 bottles"
Quinta da Cassa Douro Reserva Tinto,1.0,14.29,2019.0,14.0,75.0,8,10,9,Quinta Da Cassa,"Rabl Gruner Veltliner Langenlois - A spicy opening with subtle wood apple, soft honeydew melon aromas, a well defined, creamy body with good fleshiness and juicy cascading acidity. A dynamic palate with a savoury peppery spicy finish. A lovely example of the Grüner Veltliner grape.Sold in single bottles"
Vinhas do Lasso Colheita Seleccionada Branco,2.0,10.39,2017.0,13.5,75.0,8,10,9,Casa De Vila Nova,"Wandering Bear Rose - A very fruity rosé with juicy flavours of strawberry and raspberry . It’s got a bit of sweetness, so it’s perfect for those who don’t want a dry style of rosé. It’s also very easy-drinking."
Quinta do Vallado Touriga Nacional,1.0,21.99,2018.0,14.5,75.0,8,10,9,Quinta Do Vallado,"Roncaglia, Colli Pesaresi Fattoria Mancini - Zesty, spicy wine from a grape thought to be related to Albariño. gently floral in the mouth, with melon and hazelnut flavours.Sold in single bottles"
Tikves Cuvee Cyril,2.0,8.79,2020.0,12.0,75.0,8,10,9,Tikveš,"Tikves Cuvee Methodius Vranec - A deeply coloured red wine revealing vibrant aromas of blueberries and blackberries, with hints of chocolate and cocoa. Full bodied and harmoniously balanced, with ripe, smooth tannins and juicy plum and blackberry flavours.(winemakers note)Sold in single bottles"
Tikves Cuvee Methodius Vranec,1.0,8.79,2020.0,13.5,75.0,8,10,9,Tikveš,"Kardos Dry Furmint - Complex and elegant. Rich, waxy, textured Furmint, with green fruits on the nose. Pale green in colour with an intense nose. Fresh, with notes of gooseberry, pear and lime. which follow through on the palate. Dry and beautifully crisp with an elegant minerality which keeps the wine in balance.Sold in cases of six bottles"
Tikves Smederevka,2.0,7.99,2020.0,11.5,75.0,8,10,9,Tikveš,"Tikves Barovo Single Vineyard - Complex and elegant aromas of blackberries, plums and cherries combine with subtle hints of vanilla and toasty notes. Beautifully textured with a mouth-filling palate of ripe berried fruits against a mineral backdrop and a long lasting finish.(winemakers note)Sold in single bottles"
Tikves Barovo Single Vineyard,1.0,22.79,2018.0,14.5,75.0,8,10,9,Tikveš,"Lievlander Chenin Blanc - This Chenin Blanc has an up-front citrus nose complemented by a crisp acidity and rich, layered, honeyed flavours on the palate.Sold in single bottles"
Tikves Kratoshija,1.0,8.29,2020.0,13.5,75.0,8,10,9,Tikveš,"Lievland Old Vines Chenin Blanc - This lovely wine is light straw in colour with a golden hue. Showing notes of white peach, citrus and pineap­ple on the nose, this wine has a rich and ripe mouth-feel coupled with vibrant acidity which contributes to the lingering zesty finish.Sold in single bottles"
Nachbil Riesling,2.0,14.79,2019.0,12.0,75.0,8,10,7,Nimrod,"Nachbil Riesling - Normously appealing zingy white wine, with mouth-watering acidity, limey fruit and a long complex finish Great with food, great on its own!"
Nachbil Blaufrankisch Romania,1.0,18.49,2018.0,13.0,75.0,8,10,9,Nimrod,"Le Riche Chardonnay - With the same lightness of touch that makes Le Riche's reds frequent award-winners, this is small hands-off production at its best."
Quercus Cabernet Merlot,1.0,10.49,2018.0,13.5,75.0,8,10,9,Vinska Klet Goriška Brda,"Quercus Cabernet Merlot - Fruity bouquet of blackcurrant, strawberry bush and plum, leading to a smooth, full bodied palate with a long finish.Sold in single bottles"
Puklavec Family Wines Selection Furmint Sauvignon Blanc,2.0,10.29,2017.0,11.5,75.0,8,10,9,Puklavec,"Peth Wetz Unfiltered Riesling Rheinhessen - “This is so pretty. Grapefruit and lemons, with some pear and melon, too. Has lovely weight and just a hint of sweetness. Delicate but with plenty of flavour. 92/100.” Jamie GoodeSold in cases of six bottles"
Puklavec Family Wines Selection Exclusive Sauvignon Blanc,2.0,11.59,2017.0,11.5,75.0,8,10,3,Puklavec,"Palacio Quemado La Zarcita Ribera del Guadiana - Cherry red in colour, with nicely balanced floral and fruit notes on the nose and palate.Sold in single bottles"
Quercus Pinot Bianco,2.0,9.99,2020.0,14.0,75.0,8,10,9,Vinska Klet Goriška Brda,"Quinta da Garrida Dao Reserva - This award winning Dao is my biggest selling Portuguese wine. It really does offer tremendous value at the moment and would encourage everyone to try it. Deep, dark and dense in colour, this rich, ripe and intense wine has powerful black smoky fruit, off set with spicy vanilla characters. Black cherry, bitter mocha, and velvet tannins have combined to produce a really smooth and complex wine.Sold in cases of six bottles"
Quercus Pinot Grigio,2.0,10.29,2021.0,13.0,75.0,8,10,9,Vinska Klet Goriška Brda,"Rabl Gruner Veltliner Kaferberg - Lovely aromas of green apples and pears together with pepper through to a mineral, spicy and harmonious palate with great length.Sold in single bottles"
Buitenverwachting Buiten Blanc,2.0,9.15,2020.0,13.0,75.0,4,10,9,Buitenverwachting,"Buitenverwachting Buiten Blanc - A full bodied wine with a variation of fruit characters including ripe gooseberry, green peppers, green melon and hints of tropical fruit.Sold in single bottles"
Buitenverwachting Cabernet Sauvignon Merlot,1.0,9.99,2019.0,14.5,75.0,4,10,9,Buitenverwachting,"Buitenverwachting Cabernet Sauvignon Merlot - A truly hand crafted rich and fruity red made from a blend of Cabernet Sauvignon and Merlot grapes. The palate showsplum and berry flavours, making this an excellent wine to enjoy on its own or with meaty pasta or pizza.Sold in single bottles"
Buitenverwachting Chardonnay,2.0,12.59,2020.0,14.0,75.0,4,10,4,Buitenverwachting,"Buitenverwachting Chardonnay - This full bodied, rich Chardonnay offers a powerful citrus, giving it great elegance, with flintstone on the nose, mineral undertones and good balance giving the wine a wonderful lingering finish.Sold in single bottles"
Buitenverwachting Christine Cabernet Merlot Cabernet Franc,1.0,16.99,2014.0,14.0,75.0,4,10,9,Buitenverwachting,"Buitenverwachting Christine Cabernet Merlot Cabernet Franc - An iconic South African Bordeaux style blend 45% Cabernet Sauvignon, 45% Cabernet Franc, 10% Merlot, with rich red fruit characters reminiscent of ripe cherry and blackcurrant, and undertones of dark chocolate and tobacco.Sold in single bottles"
Buitenverwachting Sauvignon Blanc Constantia,2.0,10.59,2020.0,13.5,75.0,4,10,3,Buitenverwachting,"Buitenverwachting Sauvignon Blanc Constantia - A pale lemon coloured wine with a bouqet reminiscent of green figs with hints of gooseberries and green peppers. Dry and full bodied with a long, lingering finish.Sold in single bottles"
Groot Constantia Blanc de Noir Rose,4.0,11.29,2020.0,12.0,75.0,4,10,9,Groot Constantia,"Groot Constantia Blanc de Noir Rose - (Now just labeled Groot Constantia Rose - same great wine and vintage in the bottle!) This blend of Merlot and Cabernet Sauvignon with its delicate salmon colour shows an abundance of fresh summer fruit on the nose including pear, white peach and kiwi fruit. The fruit follows on the palate and the crisp acidity leaves a clean finish.Sold in single bottles"
Groot Constantia Gouverneurs Reserve,1.0,27.59,2018.0,14.0,75.0,4,10,9,Groot Constantia,"Groot Constantia Gouverneurs Reserve - The wine has a deep, intense red colour. On the nose, ripe, rich flavours: Black cherries, plums, blackcurrant and hints of chocolate and cigar box. These rich flavours follow through on the palate with black pepper spices coming through on the finish. The wine offers good extract on the palate with lots of good structured tannin to ensure good maturation potential.Sold in single bottles"
Groot Constantia Merlot,1.0,17.49,2018.0,14.0,75.0,4,10,6,Groot Constantia,"Groot Constantia Merlot - A fruity, medium bodied Merlot with mulberry and vanilla flavours complemented by a slight hint of mocha and cinnamon and a soft lingering aftertaste.Sold in single bottles"
Groot Constantia Pinotage,1.0,18.29,2019.0,14.0,75.0,4,10,9,Groot Constantia,"Groot Constantia Pinotage - A full bodied wine with aromas of red cherries and dark chocolate, working well with rich and hearty meat dishes.Sold in single bottles"
Groot Constantia Sauvignon Blanc,2.0,14.29,2020.0,14.0,75.0,4,10,3,Groot Constantia,"Groot Constantia Sauvignon Blanc - Lots of tropical fruit like guava, papaya and granadilla jumps out of the glass, followed by hints of herbaceous character. The palate is rich and creamy, with lots of sweet tropical fruit, beautifully balanced by a fresh acidity.Sold in single bottles"
Groot Constantia Shiraz,1.0,17.49,2018.0,14.0,75.0,4,10,8,Groot Constantia,"Groot Constantia Shiraz - A powerful yet elegant Shiraz with flavours of black currant, plums and raspberries combined with white pepper, black pepper and clove spices. Well rounded tannins give an elegant long finish on the palate.Sold in single bottles"
Springfield Estate Albarino,2.0,15.49,2020.0,12.5,75.0,4,10,9,Springfield Estate,"Springfield Estate Albarino - Aromatic and full bodied with apricot, nectarine and floral aromas, yet with a saline minerality and bright acidity.Sold in cases of six bottles"
Creation Syrah Grenache,1.0,20.99,2018.0,14.5,75.0,4,10,9,Creation,"Creation Syrah Grenache - Dark purple in colour, almost black, with flashes of deep crimson. Alluring aromas of ripe black olive beckon from the glass, elegantly complemented by whiffs of pepper. A full-bodied Rhone-style blend with intense flavours of ripe plum, black pepper and the smokiness characteristic of Syrah. Supple, ripe tannins and well-integrated, natural acidity contribute to the appeal.Sold in cases of six bottles"
Paarl Heights Chenin Blanc,2.0,6.59,2021.0,12.5,75.0,4,10,9,Boutinot South Africa,Paarl Heights Chenin Blanc - A delicate and well balanced Chenin from the Paarl region.
Vuvuzela Pinotage Shiraz Malbec,1.0,9.89,2020.0,14.5,75.0,4,10,9,Blake’s Family Wines,"Vuvuzela Pinotage Shiraz Malbec - An intense, rich blend using a powerful grape combination: Pinotage providing dark, spicy fruit, Shiraz lending its vibrant perfume, while the addition of Malbec creates body and structure to give a richly flavoured finish. Serve with barbequed meats, cured sausages and lightly spiced stews."
Vuvuzela Chenin Colombard,2.0,9.89,2020.0,13.0,75.0,4,10,9,Blake’s Family Wines,"Vuvuzela Chenin Colombard - A classic blend of local white grapes: Chenin Blanc creates elegant wines with green apple, citrus and white pepper while Colombard adds a gentle floral perfume and succulent papaya fruit. Serve well chilled with tomato salads, whole grilled white fish or to cut through dishes with creamy sauces."
Journeys End Wild Child Grenache Rose,4.0,10.79,2019.0,12.5,75.0,4,10,9,Journeys End,BEST UK PRICE GUARANTEED!
Olifantsberg The Lark Breedekloof Chenin Blanc,2.0,14.49,2020.0,13.5,75.0,4,9,9,Olifantsberg,Olifantsberg The Lark Breedekloof Chenin Blanc - Olifantsberg The Lark Breedekloof Chenin Blanc has clean cut freshness with good balance of fresh stone fruit and bright citrus notes on a fleshy textured palate and engaging length. Elegant and refined.Sold in single bottles
Reign of Terroir Red Blend,1.0,9.89,2019.0,13.5,75.0,4,10,9,Journeys End,"Reign of Terroir Red Blend - Reign of Terroir Red Blend is a three grape blend of Grenache Noir, Shiraz and Mouvédre. Lots of spicy notes, including pepper and hints of nutmeg coming from the Shiraz, bright red cherry and plum fruit from Grenache noir, and finally the depths of the mid-palate offer a rich fullness and length from the Mourvédre. This excellent trio create a medium bodied wine with undertones of oak."
Wild House Grenache Rose Western Cape,4.0,7.29,2021.0,12.5,75.0,4,9,9,Boutinot South Africa,"Wild House Grenache Rose Western Cape - Wild House Grenache Rose Western Cape is as bright and tangy on the palate as the colour in the glass, there is a delicious breadth on the palate, with young Grenache’s juicy zest on the finish."
Coterie by Wildeberg Chenin Blanc Grenache Blanc,2.0,10.59,2021.0,13.5,75.0,4,10,9,Wildeberg,"Coterie by Wildeberg Chenin Blanc Grenache Blanc - This is a rich, textural wine whose body and exotic jasmine notes would ably marry with gentle Malay and Thai green fish curries, dishes with lemongrass and coriander, or just simply braai-ed linefish."
Wildeberg Meteorique Blanc de Blancs MCC Coastal Region,3.0,13.49,2019.0,12.5,75.0,4,10,2,Wildeberg,Sea Foam Pet Nat Unico Zelo - Sea Foam Pet Nat Unico Zelo is an ultra-refreshing bubbly. This is just the second release of this Pét-Nat from Unico Zelo. This time around it is a blend of Vermentino and Fiano. Sold in single bottles
Spioenkop Wines 1900 Stellenbosch Pinotage,1.0,22.49,2019.0,13.0,75.0,4,10,9,Spioenkop,"Spioenkop Wines 1900 Elgin Sauvignon Blanc - Spioenkop Wines 1900 Elgin Sauvignon Blanc is distinguished by complexity, the subtle aromas of fern and hay are layered with passion fruit, lemon zest and grapefruit and earthy minerality. The rich and creamy palate is beautifully balanced by fresh minerality through to a charming, classy finish."
Spioenkop Wines 1900 Elgin Sauvignon Blanc,2.0,13.99,2019.0,13.0,75.0,4,10,3,Spioenkop,"Chateau Grand Boise Jadis Rose Cotes de Provence - Chateau Grand Boise Jadis Rose Cotes de Provence is a gastronomic and complex rosé with notes of wild strawberries, violets and orange peel, with a hint of saffron. Fresh and generous in mouth. Perfect with a lacquered duck breast with cumquat, saffron risotto.Sold in single bottles"
Swartland Winery Limited Release Carignan,1.0,10.99,2018.0,14.0,75.0,4,9,9,Swartland Winery,"Barros Colheita Port 1978 - Intense amber colour. A complex but very attractive bouquet with prominent dried fruit aromas, combined with spicy notes.Sold in single bottles"
Coterie by Wildeberg Grenache Syrah Coastal Region,1.0,10.59,2021.0,14.0,75.0,4,10,9,Wildeberg,"Alpha Estate Single Vineyard Hedgehog Amyndeo Xinomavro - Alpha Estate Single Vineyard Hedgehog Amyndeo Xinomavro is a wonderful example of Xinomavro with its complex bouquet of small berried red fruits, leather, pepper, clove and vanilla spice showing great typicity. Structured and beautifully balanced with rounded tannins and well-integrated oak, with a touch of quince on the finish.Sold in single bottles"
Strange Kompanjie Old Vine Palomino Piekenierskloof,2.0,9.99,2021.0,12.5,75.0,4,10,9,Strange Kompanjie Unlimited,"Amaluna Organic Sparkling Rose - Amaluna Organic Sparkling Rose is the first organic sparkling wines produced in Chile. This rose is a 68/32% traditional method blend of Pinot Noir and Chardonnay, charmingly aromatic, pale and refreshingly crisp.Sold in cases of six bottles"
Strange Kompanjie Cinsault Paarl,1.0,9.99,2021.0,13.0,75.0,4,10,9,Strange Kompanjie Unlimited,Terrazze della Luna Gewürztraminer - Terrazze della Luna Gewürztraminer is a fresh and spicy Gewurz from a leading co-operative in the mountainous Trentino region of northeast Italy. Sold in cases of six bottles
False Bay Whole Bunch Cinsault Mourvedre Rose,4.0,6.79,2021.0,12.5,75.0,4,10,9,Waterkloof,"Finca Valero Garnacha Rosado - Made from the Garnacha grape, this dry rose is bursting with strawberry and raspberry flavours on the palate, balanced by a crisp finish.Sold in cases of 12 bottles"
Miss Lucy White Blend Springfield Estate,2.0,14.99,2020.0,13.0,75.0,4,10,9,Springfield Estate,"Norton Cosecha Tardia - Harvested late in the season, the Cosecha Tardia is bright golden yellow in colour. Aromas of flowers and peaches on the nose give way to a palate with pleasant acidity and balanced tannins. Excellent in the mouth, nice acidity and pleasant finish.Sold in single bottles"
Springfield Estate The Work of Time,1.0,19.99,2015.0,14.5,75.0,4,10,9,Springfield Estate,"Terminum Gewurztraminer Tramin - Elegant and opulent this award winning sweet wine is golden in colour and combines intense flavours of dried apricot and spice, with floral notes and honey. Rich and warm, this has a complex palate through to a long and beautifully balanced finish.Sold in single bottles"
Graham Beck Ultra Brut,3.0,17.89,2016.0,12.0,75.0,4,10,9,Graham Beck,"Apendre Merenzao Ronsel do Sil Ribera Sacra - Light in colour, spiced red fruits notes, rose, violets, granitic and ground pepper. Fresh, fine and subtle. Quite simply, delicious!Sold in cases of six bottles"
Creation Reserve Pinot Noir,1.0,30.99,2020.0,14.0,75.0,4,10,9,Creation,"Valdivieso Valley Selection Merlot - Sweet, rich plummy fruit with a hint of spice. Full-bodied with hints of cocoa and vanilla flavours.Sold in cases of six bottles"
Wildeberg Terroirs Chenin Blanc Paarl South Africa,2.0,12.99,2020.0,14.0,75.0,4,10,9,Wildeberg,"Valori Vigna Sant’Angelo Montepulciano Colline Teramane - This old vine Montepulciano has a spicy bouquet with vibrant blackberries, plums and raspberries on the palate followed by hints of vanilla, tobacco and liquorice."
Le Riche Chardonnay,2.0,13.79,2020.0,14.0,75.0,4,10,2,Le Riche,"Circumstance Mourvedre - A typically elegant wine. Features raspberry, dark fruit and herbal notes whilst an almost meaty aroma can also be detected on the nose.  It can be paired with a variety of dishes but should show well with wild boar or lamb on the grill.Sold in cases of six bottles"
Circumstance Mourvedre,1.0,13.49,2018.0,13.5,75.0,4,10,9,Waterkloof,"The Underworld Blend No.3 Grenache Durif Carignan Mourvedre Coastal Region - Vibrant red berries including raspberry, cherry and cranberry on the nose with a peppery spice. Elegant soft tannins with a fresh acidity, balanced by juicy red fruit on the palate.Sold in cases of six bottles"
The Underworld Blend No.3 Grenache Durif Carignan Mourvedre Coastal Region,1.0,10.49,2019.0,14.0,75.0,4,10,9,Boutinot South Africa,AS SEEN IN THE DAILY TELEGRAPH - AUGUST 2020
Paarl Heights Shiraz,1.0,6.59,2021.0,14.0,75.0,4,10,8,Boutinot South Africa,"Poco Mas Reserva Sauvignon Blanc - A Sauvignon with lively citrus and fruit aroma, recalling gooseberry, peaches and green apples, harmoniously combined with a touch of grass and herbs. The fresh, fruity palate has a balanced body and refreshing finish. Excellent as an aperitif, with goat cheese or served with green salad and light fish."
Wit White Blend Coastal Region South Africa,2.0,13.99,2020.0,13.0,75.0,4,10,9,Wildeberg,"Vila Nova Loureiro - Vila Nova Loureiro has ripe citrus and delicately tropical aromas lead onto a textural, mineral palate with bright acidity, mandarin characters and appealing finish."
Kershaw Clonal Selection Elgin Pinot Noir,1.0,38.49,2018.0,13.5,75.0,4,9,9,Kershaw Wines,"Sur la Cote Rose IGP Mediterranee - Sur la Cote Rose IGP Mediterranee is a deliciously fresh, crisp and dry rose.  A salmon pink robe with a bouquet of citrus and exotic fruits with a lovely clean on the palate.Sold in cases of six bottles"
Coterie by Wildeberg Cinsault Rose Coastal Region,4.0,11.99,2021.0,12.5,75.0,4,10,9,Boutinot South Africa,"Menade Organic Sauvignon Blanc - Menade Organic Sauvignon Blanc has an intense and herbaceous on the nose, with a hint of mandarin peel. The palate is rich and textured with ripe tropical fruit, a good mineral structure and complexity from lees aging. The finish is long and satisfying."
Lomond Wines Romans Bay Red Cape South Coast,1.0,9.99,2020.0,13.0,75.0,4,9,9,Lomond Wines,"Champagne Duval-Leroy Blanc de Blancs Prestige Grand Cru NV - Complex aromas of white flowers and tangerines are underpinned by notes of toasted almond. Silky smooth with a suppleness which brings both balance and richness through to a long, elegant finish.Sold in single bottles"
Spioenkop Wines 1900 Queen Manthatisi Elgin,2.0,15.49,2018.0,13.5,75.0,4,10,9,Spioenkop,"Chateau Grand Boise Sainte Victoire Rose Cotes de Provence - Chateau Grand Boise Sainte Victoire Rose Cotes de Provence has refreshing aromas of white peach with floral, mineral and white pepper notes. A complex wine with a fresh and long finish. It matches perfectly with all types of cuisine. Best with flavourful Mediterranean-cuisine, lightly spiced or exotic.Sold in single bottles"
